Año,Trimestre,Provincia,Accesos por cada 100 hogares
1970-01-01 00:00:00.000002018,2,Tucumán,"41,51"
1970-01-01 00:00:00.000002018,1,Buenos Aires,"62,63"
1970-01-01 00:00:00.000002018,1,Capital Federal,"106,24"
1970-01-01 00:00:00.000002018,1,Catamarca,"32,79"
1970-01-01 00:00:00.000002018,1,Chaco,"30,83"
1970-01-01 00:00:00.000002018,1,Chubut,"53,72"
1970-01-01 00:00:00.000002018,1,Córdoba,"63,52"
1970-01-01 00:00:00.000002018,1,Corrientes,"32,66"
1970-01-01 00:00:00.000002018,1,Entre Ríos,"48,68"
1970-01-01 00:00:00.000002018,1,Formosa,"21,4"
1970-01-01 00:00:00.000002018,1,Jujuy,"23,12"
1970-01-01 00:00:00.000002018,1,La Pampa,"71,75"
1970-01-01 00:00:00.000002018,1,La Rioja,"51,44"
1970-01-01 00:00:00.000002018,1,Mendoza,"37,07"
1970-01-01 00:00:00.000002018,1,Misiones,"30,96"
1970-01-01 00:00:00.000002018,1,Neuquén,"61,52"
1970-01-01 00:00:00.000002018,1,Río Negro,"49,82"
1970-01-01 00:00:00.000002018,1,Salta,"39,78"
1970-01-01 00:00:00.000002018,1,San Juan,"32,61"
1970-01-01 00:00:00.000002018,1,San Luis,"15,15"
1970-01-01 00:00:00.000002018,1,Santa Cruz,"33,55"
1970-01-01 00:00:00.000002018,1,Santa Fe,"62,28"
1970-01-01 00:00:00.000002018,1,Santiago Del Estero,"34,99"
1970-01-01 00:00:00.000002018,1,Tierra Del Fuego,"65,2"
1970-01-01 00:00:00.000002018,1,Tucumán,"41,18"
1970-01-01 00:00:00.000002017,4,Buenos Aires,"57,61"
1970-01-01 00:00:00.000002017,4,Capital Federal,"122,9"
1970-01-01 00:00:00.000002017,4,Catamarca,"28,62"
1970-01-01 00:00:00.000002017,4,Chaco,"30,81"
1970-01-01 00:00:00.000002017,4,Chubut,"51,46"
1970-01-01 00:00:00.000002017,4,Córdoba,"63,33"
1970-01-01 00:00:00.000002017,4,Corrientes,"32,52"
1970-01-01 00:00:00.000002017,4,Entre Ríos,"47,89"
1970-01-01 00:00:00.000002017,4,Formosa,"21,27"
1970-01-01 00:00:00.000002017,4,Jujuy,"22,74"
1970-01-01 00:00:00.000002017,4,La Pampa,"71,05"
1970-01-01 00:00:00.000002017,4,La Rioja,"51,57"
1970-01-01 00:00:00.000002017,4,Mendoza,"33,33"
1970-01-01 00:00:00.000002017,4,Misiones,"31,14"
1970-01-01 00:00:00.000002017,4,Neuquén,"61,24"
1970-01-01 00:00:00.000002017,4,Río Negro,"49,38"
1970-01-01 00:00:00.000002017,4,Salta,"39,8"
1970-01-01 00:00:00.000002017,4,San Juan,"30,3"
1970-01-01 00:00:00.000002017,4,San Luis,"10,59"
1970-01-01 00:00:00.000002017,4,Santa Cruz,"28,91"
1970-01-01 00:00:00.000002017,4,Santa Fe,"61,71"
1970-01-01 00:00:00.000002017,4,Santiago Del Estero,"29,13"
1970-01-01 00:00:00.000002017,4,Tierra Del Fuego,"59,89"
1970-01-01 00:00:00.000002017,4,Tucumán,"39,9"
1970-01-01 00:00:00.000002017,3,Buenos Aires,"55,63"
1970-01-01 00:00:00.000002017,3,Capital Federal,"121,86"
1970-01-01 00:00:00.000002017,3,Catamarca,"32,49"
1970-01-01 00:00:00.000002017,3,Chaco,"29,98"
1970-01-01 00:00:00.000002017,3,Chubut,"46,22"
1970-01-01 00:00:00.000002017,3,Córdoba,"62,31"
1970-01-01 00:00:00.000002017,3,Corrientes,"32,17"
1970-01-01 00:00:00.000002017,3,Entre Ríos,"45,96"
1970-01-01 00:00:00.000002017,3,Formosa,"21,35"
1970-01-01 00:00:00.000002017,3,Jujuy,"22,65"
1970-01-01 00:00:00.000002017,3,La Pampa,"69,14"
1970-01-01 00:00:00.000002017,3,La Rioja,"51,47"
1970-01-01 00:00:00.000002017,3,Mendoza,"35,7"
1970-01-01 00:00:00.000002017,3,Misiones,"30,21"
1970-01-01 00:00:00.000002017,3,Neuquén,"60,83"
1970-01-01 00:00:00.000002017,3,Río Negro,"48,52"
1970-01-01 00:00:00.000002017,3,Salta,"39,84"
1970-01-01 00:00:00.000002017,3,San Juan,"32,37"
1970-01-01 00:00:00.000002017,3,San Luis,"15,48"
1970-01-01 00:00:00.000002017,3,Santa Cruz,"33,29"
1970-01-01 00:00:00.000002017,3,Santa Fe,"60,91"
1970-01-01 00:00:00.000002017,3,Santiago Del Estero,"35,12"
1970-01-01 00:00:00.000002017,3,Tierra Del Fuego,"65,74"
1970-01-01 00:00:00.000002017,3,Tucumán,"39,7"
1970-01-01 00:00:00.000002017,2,Buenos Aires,"56,27"
1970-01-01 00:00:00.000002017,2,Capital Federal,"124,06"
1970-01-01 00:00:00.000002017,2,Catamarca,"25,98"
1970-01-01 00:00:00.000002017,2,Chaco,"29,05"
1970-01-01 00:00:00.000002017,2,Chubut,"35,55"
1970-01-01 00:00:00.000002017,2,Córdoba,"58,97"
1970-01-01 00:00:00.000002017,2,Corrientes,"31,39"
1970-01-01 00:00:00.000002017,2,Entre Ríos,"45,39"
1970-01-01 00:00:00.000002017,2,Formosa,"19,97"
1970-01-01 00:00:00.000002017,2,Jujuy,"22,4"
1970-01-01 00:00:00.000002017,2,La Pampa,"63,49"
1970-01-01 00:00:00.000002017,2,La Rioja,"16,2"
1970-01-01 00:00:00.000002017,2,Mendoza,"31,76"
1970-01-01 00:00:00.000002017,2,Misiones,"30,09"
1970-01-01 00:00:00.000002017,2,Neuquén,"61,91"
1970-01-01 00:00:00.000002017,2,Río Negro,"46,02"
1970-01-01 00:00:00.000002017,2,Salta,"32,74"
1970-01-01 00:00:00.000002017,2,San Juan,"26,96"
1970-01-01 00:00:00.000002017,2,San Luis,"9,51"
1970-01-01 00:00:00.000002017,2,Santa Cruz,"26,25"
1970-01-01 00:00:00.000002017,2,Santa Fe,"52,27"
1970-01-01 00:00:00.000002017,2,Santiago Del Estero,"14,12"
1970-01-01 00:00:00.000002017,2,Tierra Del Fuego,"68,46"
1970-01-01 00:00:00.000002017,2,Tucumán,"38,19"
1970-01-01 00:00:00.000002017,1,Buenos Aires,"58,57"
1970-01-01 00:00:00.000002017,1,Capital Federal,"108,37"
1970-01-01 00:00:00.000002017,1,Catamarca,"25,66"
1970-01-01 00:00:00.000002017,1,Chaco,"28,62"
1970-01-01 00:00:00.000002017,1,Chubut,"35,66"
1970-01-01 00:00:00.000002017,1,Córdoba,"57,65"
1970-01-01 00:00:00.000002017,1,Corrientes,"30,94"
1970-01-01 00:00:00.000002017,1,Entre Ríos,"44,91"
1970-01-01 00:00:00.000002017,1,Formosa,"19,84"
1970-01-01 00:00:00.000002017,1,Jujuy,"22,76"
1970-01-01 00:00:00.000002017,1,La Pampa,"62,67"
1970-01-01 00:00:00.000002017,1,La Rioja,"16,2"
1970-01-01 00:00:00.000002017,1,Mendoza,"31,84"
1970-01-01 00:00:00.000002017,1,Misiones,"29,52"
1970-01-01 00:00:00.000002017,1,Neuquén,"61,02"
1970-01-01 00:00:00.000002017,1,Río Negro,"46,03"
1970-01-01 00:00:00.000002017,1,Salta,"32,58"
1970-01-01 00:00:00.000002017,1,San Juan,"27,04"
1970-01-01 00:00:00.000002017,1,San Luis,"9,55"
1970-01-01 00:00:00.000002017,1,Santa Cruz,"26,52"
1970-01-01 00:00:00.000002017,1,Santa Fe,"51,97"
1970-01-01 00:00:00.000002017,1,Santiago Del Estero,"14,7"
1970-01-01 00:00:00.000002017,1,Tierra Del Fuego,"68,92"
1970-01-01 00:00:00.000002017,1,Tucumán,"37,9"
1970-01-01 00:00:00.000002016,4,Buenos Aires,"61,24"
1970-01-01 00:00:00.000002016,4,Capital Federal,"120,63"
1970-01-01 00:00:00.000002016,4,Catamarca,"26,54"
1970-01-01 00:00:00.000002016,4,Chaco,"28,79"
1970-01-01 00:00:00.000002016,4,Chubut,"36,07"
1970-01-01 00:00:00.000002016,4,Córdoba,"57,7"
1970-01-01 00:00:00.000002016,4,Corrientes,"30,98"
1970-01-01 00:00:00.000002016,4,Entre Ríos,"45,21"
1970-01-01 00:00:00.000002016,4,Formosa,"19,85"
1970-01-01 00:00:00.000002016,4,Jujuy,"22,65"
1970-01-01 00:00:00.000002016,4,La Pampa,"63,02"
1970-01-01 00:00:00.000002016,4,La Rioja,"16,46"
1970-01-01 00:00:00.000002016,4,Mendoza,"32,11"
1970-01-01 00:00:00.000002016,4,Misiones,"29,72"
1970-01-01 00:00:00.000002016,4,Neuquén,"60,87"
1970-01-01 00:00:00.000002016,4,Río Negro,"46,39"
1970-01-01 00:00:00.000002016,4,Salta,"32,69"
1970-01-01 00:00:00.000002016,4,San Juan,"27,29"
1970-01-01 00:00:00.000002016,4,San Luis,"9,64"
1970-01-01 00:00:00.000002016,4,Santa Cruz,"27,05"
1970-01-01 00:00:00.000002016,4,Santa Fe,"52,19"
1970-01-01 00:00:00.000002016,4,Santiago Del Estero,"15,07"
1970-01-01 00:00:00.000002016,4,Tierra Del Fuego,"70,31"
1970-01-01 00:00:00.000002016,4,Tucumán,"37,98"
1970-01-01 00:00:00.000002016,3,Buenos Aires,"60,14"
1970-01-01 00:00:00.000002016,3,Capital Federal,"120,77"
1970-01-01 00:00:00.000002016,3,Catamarca,"26,48"
1970-01-01 00:00:00.000002016,3,Chaco,"28,91"
1970-01-01 00:00:00.000002016,3,Chubut,"36,18"
1970-01-01 00:00:00.000002016,3,Córdoba,"58,24"
1970-01-01 00:00:00.000002016,3,Corrientes,"31,07"
1970-01-01 00:00:00.000002016,3,Entre Ríos,"45,44"
1970-01-01 00:00:00.000002016,3,Formosa,"18,64"
1970-01-01 00:00:00.000002016,3,Jujuy,"22,61"
1970-01-01 00:00:00.000002016,3,La Pampa,"61,73"
1970-01-01 00:00:00.000002016,3,La Rioja,"17,07"
1970-01-01 00:00:00.000002016,3,Mendoza,"32,09"
1970-01-01 00:00:00.000002016,3,Misiones,"29,91"
1970-01-01 00:00:00.000002016,3,Neuquén,"60,21"
1970-01-01 00:00:00.000002016,3,Río Negro,"46,39"
1970-01-01 00:00:00.000002016,3,Salta,"32,96"
1970-01-01 00:00:00.000002016,3,San Juan,"27,32"
1970-01-01 00:00:00.000002016,3,San Luis,"9,63"
1970-01-01 00:00:00.000002016,3,Santa Cruz,"26,84"
1970-01-01 00:00:00.000002016,3,Santa Fe,"52,67"
1970-01-01 00:00:00.000002016,3,Santiago Del Estero,"15,33"
1970-01-01 00:00:00.000002016,3,Tierra Del Fuego,"68,94"
1970-01-01 00:00:00.000002016,3,Tucumán,"37,9"
1970-01-01 00:00:00.000002016,2,Buenos Aires,"59,34"
1970-01-01 00:00:00.000002016,2,Capital Federal,"120,04"
1970-01-01 00:00:00.000002016,2,Catamarca,"26,07"
1970-01-01 00:00:00.000002016,2,Chaco,"28,59"
1970-01-01 00:00:00.000002016,2,Chubut,"36,12"
1970-01-01 00:00:00.000002016,2,Córdoba,"57,55"
1970-01-01 00:00:00.000002016,2,Corrientes,"30,58"
1970-01-01 00:00:00.000002016,2,Entre Ríos,"44,74"
1970-01-01 00:00:00.000002016,2,Formosa,"19,37"
1970-01-01 00:00:00.000002016,2,Jujuy,"21,89"
1970-01-01 00:00:00.000002016,2,La Pampa,"60,44"
1970-01-01 00:00:00.000002016,2,La Rioja,"16,88"
1970-01-01 00:00:00.000002016,2,Mendoza,"32,13"
1970-01-01 00:00:00.000002016,2,Misiones,"29,24"
1970-01-01 00:00:00.000002016,2,Neuquén,"59,1"
1970-01-01 00:00:00.000002016,2,Río Negro,"46,24"
1970-01-01 00:00:00.000002016,2,Salta,"32,08"
1970-01-01 00:00:00.000002016,2,San Juan,"27,34"
1970-01-01 00:00:00.000002016,2,San Luis,"9,6"
1970-01-01 00:00:00.000002016,2,Santa Cruz,"26,73"
1970-01-01 00:00:00.000002016,2,Santa Fe,"52,44"
1970-01-01 00:00:00.000002016,2,Santiago Del Estero,"15,89"
1970-01-01 00:00:00.000002016,2,Tierra Del Fuego,"67,72"
1970-01-01 00:00:00.000002016,2,Tucumán,"37,24"
1970-01-01 00:00:00.000002016,1,Buenos Aires,"57,34"
1970-01-01 00:00:00.000002016,1,Capital Federal,"115,16"
1970-01-01 00:00:00.000002016,1,Catamarca,"25,91"
1970-01-01 00:00:00.000002016,1,Chaco,"28,08"
1970-01-01 00:00:00.000002016,1,Chubut,"36,09"
1970-01-01 00:00:00.000002016,1,Córdoba,"55,28"
1970-01-01 00:00:00.000002016,1,Corrientes,"30,08"
1970-01-01 00:00:00.000002016,1,Entre Ríos,"43,85"
1970-01-01 00:00:00.000002016,1,Formosa,"19,04"
1970-01-01 00:00:00.000002016,1,Jujuy,"21,41"
1970-01-01 00:00:00.000002016,1,La Pampa,"57,84"
1970-01-01 00:00:00.000002016,1,La Rioja,"16,83"
1970-01-01 00:00:00.000002016,1,Mendoza,"32,12"
1970-01-01 00:00:00.000002016,1,Misiones,"28,37"
1970-01-01 00:00:00.000002016,1,Neuquén,"55,75"
1970-01-01 00:00:00.000002016,1,Río Negro,"45,84"
1970-01-01 00:00:00.000002016,1,Salta,"31,32"
1970-01-01 00:00:00.000002016,1,San Juan,"27,33"
1970-01-01 00:00:00.000002016,1,San Luis,"9,59"
1970-01-01 00:00:00.000002016,1,Santa Cruz,"26,87"
1970-01-01 00:00:00.000002016,1,Santa Fe,"51,28"
1970-01-01 00:00:00.000002016,1,Santiago Del Estero,"16,21"
1970-01-01 00:00:00.000002016,1,Tierra Del Fuego,"65,83"
1970-01-01 00:00:00.000002016,1,Tucumán,"36,72"
1970-01-01 00:00:00.000002015,4,Buenos Aires,"58,29"
1970-01-01 00:00:00.000002015,4,Capital Federal,"118,13"
1970-01-01 00:00:00.000002015,4,Catamarca,"26,24"
1970-01-01 00:00:00.000002015,4,Chaco,"28,35"
1970-01-01 00:00:00.000002015,4,Chubut,"36,89"
1970-01-01 00:00:00.000002015,4,Córdoba,"57,36"
1970-01-01 00:00:00.000002015,4,Corrientes,"30,34"
1970-01-01 00:00:00.000002015,4,Entre Ríos,"44,11"
1970-01-01 00:00:00.000002015,4,Formosa,"19,07"
1970-01-01 00:00:00.000002015,4,Jujuy,"21,47"
1970-01-01 00:00:00.000002015,4,La Pampa,"58,76"
1970-01-01 00:00:00.000002015,4,La Rioja,"17,32"
1970-01-01 00:00:00.000002015,4,Mendoza,"32,49"
1970-01-01 00:00:00.000002015,4,Misiones,"28,69"
1970-01-01 00:00:00.000002015,4,Neuquén,"58,29"
1970-01-01 00:00:00.000002015,4,Río Negro,"46,44"
1970-01-01 00:00:00.000002015,4,Salta,"31,59"
1970-01-01 00:00:00.000002015,4,San Juan,"27,66"
1970-01-01 00:00:00.000002015,4,San Luis,"9,71"
1970-01-01 00:00:00.000002015,4,Santa Cruz,"27,74"
1970-01-01 00:00:00.000002015,4,Santa Fe,"52,61"
1970-01-01 00:00:00.000002015,4,Santiago Del Estero,17
1970-01-01 00:00:00.000002015,4,Tierra Del Fuego,"66,46"
1970-01-01 00:00:00.000002015,4,Tucumán,"37,06"
1970-01-01 00:00:00.000002015,3,Buenos Aires,"57,69"
1970-01-01 00:00:00.000002015,3,Capital Federal,"118,29"
1970-01-01 00:00:00.000002015,3,Catamarca,"25,86"
1970-01-01 00:00:00.000002015,3,Chaco,"27,96"
1970-01-01 00:00:00.000002015,3,Chubut,"36,81"
1970-01-01 00:00:00.000002015,3,Córdoba,"57,08"
1970-01-01 00:00:00.000002015,3,Corrientes,"30,17"
1970-01-01 00:00:00.000002015,3,Entre Ríos,"43,68"
1970-01-01 00:00:00.000002015,3,Formosa,"18,84"
1970-01-01 00:00:00.000002015,3,Jujuy,"21,27"
1970-01-01 00:00:00.000002015,3,La Pampa,"57,96"
1970-01-01 00:00:00.000002015,3,La Rioja,"17,15"
1970-01-01 00:00:00.000002015,3,Mendoza,"32,49"
1970-01-01 00:00:00.000002015,3,Misiones,"28,31"
1970-01-01 00:00:00.000002015,3,Neuquén,"54,6"
1970-01-01 00:00:00.000002015,3,Río Negro,"46,39"
1970-01-01 00:00:00.000002015,3,Salta,"31,18"
1970-01-01 00:00:00.000002015,3,San Juan,"27,67"
1970-01-01 00:00:00.000002015,3,San Luis,"9,71"
1970-01-01 00:00:00.000002015,3,Santa Cruz,"27,61"
1970-01-01 00:00:00.000002015,3,Santa Fe,"52,15"
1970-01-01 00:00:00.000002015,3,Santiago Del Estero,"17,12"
1970-01-01 00:00:00.000002015,3,Tierra Del Fuego,"74,86"
1970-01-01 00:00:00.000002015,3,Tucumán,"36,61"
1970-01-01 00:00:00.000002015,2,Buenos Aires,"56,8"
1970-01-01 00:00:00.000002015,2,Capital Federal,"116,07"
1970-01-01 00:00:00.000002015,2,Catamarca,"25,45"
1970-01-01 00:00:00.000002015,2,Chaco,"27,46"
1970-01-01 00:00:00.000002015,2,Chubut,"36,58"
1970-01-01 00:00:00.000002015,2,Córdoba,"55,87"
1970-01-01 00:00:00.000002015,2,Corrientes,"29,58"
1970-01-01 00:00:00.000002015,2,Entre Ríos,"42,93"
1970-01-01 00:00:00.000002015,2,Formosa,"18,36"
1970-01-01 00:00:00.000002015,2,Jujuy,"20,29"
1970-01-01 00:00:00.000002015,2,La Pampa,"56,71"
1970-01-01 00:00:00.000002015,2,La Rioja,"16,88"
1970-01-01 00:00:00.000002015,2,Mendoza,"32,49"
1970-01-01 00:00:00.000002015,2,Misiones,"27,35"
1970-01-01 00:00:00.000002015,2,Neuquén,"53,12"
1970-01-01 00:00:00.000002015,2,Río Negro,"45,98"
1970-01-01 00:00:00.000002015,2,Salta,"30,46"
1970-01-01 00:00:00.000002015,2,San Juan,"27,64"
1970-01-01 00:00:00.000002015,2,San Luis,"9,71"
1970-01-01 00:00:00.000002015,2,Santa Cruz,"27,07"
1970-01-01 00:00:00.000002015,2,Santa Fe,"51,18"
1970-01-01 00:00:00.000002015,2,Santiago Del Estero,"17,11"
1970-01-01 00:00:00.000002015,2,Tierra Del Fuego,"74,51"
1970-01-01 00:00:00.000002015,2,Tucumán,"35,69"
1970-01-01 00:00:00.000002015,1,Buenos Aires,"56,37"
1970-01-01 00:00:00.000002015,1,Capital Federal,"114,9"
1970-01-01 00:00:00.000002015,1,Catamarca,"25,11"
1970-01-01 00:00:00.000002015,1,Chaco,"26,65"
1970-01-01 00:00:00.000002015,1,Chubut,"37,61"
1970-01-01 00:00:00.000002015,1,Córdoba,"54,7"
1970-01-01 00:00:00.000002015,1,Corrientes,"28,95"
1970-01-01 00:00:00.000002015,1,Entre Ríos,"42,07"
1970-01-01 00:00:00.000002015,1,Formosa,"18,12"
1970-01-01 00:00:00.000002015,1,Jujuy,"19,69"
1970-01-01 00:00:00.000002015,1,La Pampa,"55,51"
1970-01-01 00:00:00.000002015,1,La Rioja,"16,7"
1970-01-01 00:00:00.000002015,1,Mendoza,"32,37"
1970-01-01 00:00:00.000002015,1,Misiones,"26,31"
1970-01-01 00:00:00.000002015,1,Neuquén,"51,95"
1970-01-01 00:00:00.000002015,1,Río Negro,"45,33"
1970-01-01 00:00:00.000002015,1,Salta,"30,01"
1970-01-01 00:00:00.000002015,1,San Juan,"27,55"
1970-01-01 00:00:00.000002015,1,San Luis,"9,72"
1970-01-01 00:00:00.000002015,1,Santa Cruz,"27,99"
1970-01-01 00:00:00.000002015,1,Santa Fe,"50,24"
1970-01-01 00:00:00.000002015,1,Santiago Del Estero,"17,06"
1970-01-01 00:00:00.000002015,1,Tierra Del Fuego,"74,23"
1970-01-01 00:00:00.000002015,1,Tucumán,"35,08"
1970-01-01 00:00:00.000002014,4,Buenos Aires,"56,09"
1970-01-01 00:00:00.000002014,4,Capital Federal,"114,9"
1970-01-01 00:00:00.000002014,4,Catamarca,"25,51"
1970-01-01 00:00:00.000002014,4,Chaco,"21,87"
1970-01-01 00:00:00.000002014,4,Chubut,"40,25"
1970-01-01 00:00:00.000002014,4,Córdoba,"54,7"
1970-01-01 00:00:00.000002014,4,Corrientes,"23,56"
1970-01-01 00:00:00.000002014,4,Entre Ríos,"36,03"
1970-01-01 00:00:00.000002014,4,Formosa,"17,96"
1970-01-01 00:00:00.000002014,4,Jujuy,"19,6"
1970-01-01 00:00:00.000002014,4,La Pampa,"51,27"
1970-01-01 00:00:00.000002014,4,La Rioja,"17,01"
1970-01-01 00:00:00.000002014,4,Mendoza,"32,64"
1970-01-01 00:00:00.000002014,4,Misiones,"24,16"
1970-01-01 00:00:00.000002014,4,Neuquén,"52,55"
1970-01-01 00:00:00.000002014,4,Río Negro,"45,48"
1970-01-01 00:00:00.000002014,4,Salta,"29,53"
1970-01-01 00:00:00.000002014,4,San Juan,"28,04"
1970-01-01 00:00:00.000002014,4,San Luis,"9,79"
1970-01-01 00:00:00.000002014,4,Santa Cruz,"27,8"
1970-01-01 00:00:00.000002014,4,Santa Fe,50
1970-01-01 00:00:00.000002014,4,Santiago Del Estero,"17,27"
1970-01-01 00:00:00.000002014,4,Tierra Del Fuego,"66,14"
1970-01-01 00:00:00.000002014,4,Tucumán,"35,32"
1970-01-01 00:00:00.000002014,3,Buenos Aires,"56,75"
1970-01-01 00:00:00.000002014,3,Capital Federal,"113,8"
1970-01-01 00:00:00.000002014,3,Catamarca,"24,71"
1970-01-01 00:00:00.000002014,3,Chaco,"21,11"
1970-01-01 00:00:00.000002014,3,Chubut,"40,6"
1970-01-01 00:00:00.000002014,3,Córdoba,"54,23"
1970-01-01 00:00:00.000002014,3,Corrientes,"22,79"
1970-01-01 00:00:00.000002014,3,Entre Ríos,"34,98"
1970-01-01 00:00:00.000002014,3,Formosa,"17,77"
1970-01-01 00:00:00.000002014,3,Jujuy,"18,37"
1970-01-01 00:00:00.000002014,3,La Pampa,"55,78"
1970-01-01 00:00:00.000002014,3,La Rioja,"16,51"
1970-01-01 00:00:00.000002014,3,Mendoza,"32,31"
1970-01-01 00:00:00.000002014,3,Misiones,"23,57"
1970-01-01 00:00:00.000002014,3,Neuquén,"56,4"
1970-01-01 00:00:00.000002014,3,Río Negro,"46,2"
1970-01-01 00:00:00.000002014,3,Salta,"29,22"
1970-01-01 00:00:00.000002014,3,San Juan,"27,85"
1970-01-01 00:00:00.000002014,3,San Luis,"9,71"
1970-01-01 00:00:00.000002014,3,Santa Cruz,"28,23"
1970-01-01 00:00:00.000002014,3,Santa Fe,"49,2"
1970-01-01 00:00:00.000002014,3,Santiago Del Estero,"16,49"
1970-01-01 00:00:00.000002014,3,Tierra Del Fuego,"65,69"
1970-01-01 00:00:00.000002014,3,Tucumán,"33,94"
1970-01-01 00:00:00.000002014,2,Buenos Aires,"55,06"
1970-01-01 00:00:00.000002014,2,Capital Federal,"113,14"
1970-01-01 00:00:00.000002014,2,Catamarca,"24,7"
1970-01-01 00:00:00.000002014,2,Chaco,"20,96"
1970-01-01 00:00:00.000002014,2,Chubut,"41,41"
1970-01-01 00:00:00.000002014,2,Córdoba,"53,45"
1970-01-01 00:00:00.000002014,2,Corrientes,"22,58"
1970-01-01 00:00:00.000002014,2,Entre Ríos,"34,69"
1970-01-01 00:00:00.000002014,2,Formosa,"17,54"
1970-01-01 00:00:00.000002014,2,Jujuy,"18,71"
1970-01-01 00:00:00.000002014,2,La Pampa,"49,71"
1970-01-01 00:00:00.000002014,2,La Rioja,"16,5"
1970-01-01 00:00:00.000002014,2,Mendoza,"32,1"
1970-01-01 00:00:00.000002014,2,Misiones,"23,37"
1970-01-01 00:00:00.000002014,2,Neuquén,"50,84"
1970-01-01 00:00:00.000002014,2,Río Negro,"45,33"
1970-01-01 00:00:00.000002014,2,Salta,"28,91"
1970-01-01 00:00:00.000002014,2,San Juan,"27,78"
1970-01-01 00:00:00.000002014,2,San Luis,"9,72"
1970-01-01 00:00:00.000002014,2,Santa Cruz,"29,38"
1970-01-01 00:00:00.000002014,2,Santa Fe,"48,39"
1970-01-01 00:00:00.000002014,2,Santiago Del Estero,"16,7"
1970-01-01 00:00:00.000002014,2,Tierra Del Fuego,"64,36"
1970-01-01 00:00:00.000002014,2,Tucumán,"33,94"
1970-01-01 00:00:00.000002014,1,Buenos Aires,"54,57"
1970-01-01 00:00:00.000002014,1,Capital Federal,"112,25"
1970-01-01 00:00:00.000002014,1,Catamarca,"24,25"
1970-01-01 00:00:00.000002014,1,Chaco,"20,72"
1970-01-01 00:00:00.000002014,1,Chubut,"41,24"
1970-01-01 00:00:00.000002014,1,Córdoba,"52,52"
1970-01-01 00:00:00.000002014,1,Corrientes,"22,32"
1970-01-01 00:00:00.000002014,1,Entre Ríos,"34,37"
1970-01-01 00:00:00.000002014,1,Formosa,"17,42"
1970-01-01 00:00:00.000002014,1,Jujuy,"18,42"
1970-01-01 00:00:00.000002014,1,La Pampa,"48,43"
1970-01-01 00:00:00.000002014,1,La Rioja,"16,29"
1970-01-01 00:00:00.000002014,1,Mendoza,"31,91"
1970-01-01 00:00:00.000002014,1,Misiones,"23,14"
1970-01-01 00:00:00.000002014,1,Neuquén,"49,79"
1970-01-01 00:00:00.000002014,1,Río Negro,"44,91"
1970-01-01 00:00:00.000002014,1,Salta,"28,7"
1970-01-01 00:00:00.000002014,1,San Juan,"27,6"
1970-01-01 00:00:00.000002014,1,San Luis,"9,35"
1970-01-01 00:00:00.000002014,1,Santa Cruz,"28,94"
1970-01-01 00:00:00.000002014,1,Santa Fe,"47,85"
1970-01-01 00:00:00.000002014,1,Santiago Del Estero,"16,31"
1970-01-01 00:00:00.000002014,1,Tierra Del Fuego,"63,97"
1970-01-01 00:00:00.000002014,1,Tucumán,"33,42"
